Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.64	0.12	0.12	1219	55	109
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.55	0.14	0.14	1180	83	119
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.35	0.15	0.15	1142	102	121
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.26	0.1	0.1	1107	108	122
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.33	0.12	0.12	1067	116	112
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.44	0.09	0.09	1029	117	108
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.42	0.08	0.08	993	107	105
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.67	0.12	0.12	956	78	94
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.41	0.09	0.09	936	43	98
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.55	0.1	0.1	927	27	110
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.7	0.12	0.12	912	28	118
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.58	0.18	0.18	889	32	116
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.49	0.08	0.08	868	43	109
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.52	0.09	0.09	849	51	107
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.59	0.09	0.09	829	58	98
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.56	0.09	0.09	807	61	88
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.94	0.1	0.1	790	65	87
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.6	0.08	0.08	769	65	86
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.61	0.08	0.08	739	75	98
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.62	0.09	0.09	711	80	103
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.64	0.09	0.09	683	89	103
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.66	0.1	0.1	657	91	101
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.71	0.12	0.12	629	96	95
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.72	0.08	0.08	601	93	89
New York	Pelham Bay	Kemp et al. (2017)	"foraminifera, ?13C"	40.87	-73.808	-1.68	0.08	0.08	574	83	81
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	0.09	0.13	0.13	1964	6	6
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	0.08	0.13	0.13	1955	8	8
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	0.07	0.13	0.13	1937	15	15
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	0.06	0.13	0.13	1908	35	35
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	0	0.13	0.13	1800	50	50
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	0.69	0.24	0.24	1375	125	125
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	0.66	0.24	0.24	1200	100	100
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	0.64	0.24	0.24	875	125	125
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	1.5	0.65	0.65	200	200	200
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	1.4	0.65	0.65	-202	152	152
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	Sediment	68.321	15.583	1.38	0.65	0.65	-304	97	97
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	1.3	0.65	0.65	-830	63	63
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	1.28	0.65	0.65	-578	174	174
Norway	Svinoyosen - core T3 0m	Barnett et al. (2015)	foraminifera (non TF)	68.321	15.583	1.23	0.65	0.65	-552	140	140
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	-0.08	0.08	0.08	2011	1	1
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.01	0.08	0.08	2008	1	1
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.02	0.08	0.08	2001	1	1
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.13	0.08	0.08	1994	1	1
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0	0.08	0.08	1985	3	3
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.21	0.08	0.08	1977	4	4
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.03	0.08	0.08	1967	5	5
Norway	Storosen - core T3 15m	Barnett et al. (2015)	Testates	68.347	15.694	0.18	0.08	0.08	1938	13	13
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.02	0.07	0.07	1992	16	16
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.08	0.07	0.07	1965	19	19
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.1	0.07	0.07	1947	28	28
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.12	0.07	0.07	1947	28	28
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.18	0.07	0.07	1940	29	29
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.18	0.07	0.07	1933	30	30
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.19	0.07	0.07	1926	35	35
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.21	0.07	0.07	1920	45	45
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.2	0.07	0.07	1913	51	51
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.22	0.07	0.07	1904	47	47
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.25	0.07	0.07	1894	43	43
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Foraminifera	47.487	-61.712	-0.28	0.07	0.07	1871	41	41
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.21	0.1	0.1	1933	30	30
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.23	0.1	0.1	1904	47	47
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.28	0.1	0.1	1886	41	41
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.33	0.1	0.1	1871	41	41
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.39	0.1	0.1	1857	40	40
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.38	0.1	0.1	1842	37	37
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.37	0.1	0.1	1828	36	36
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.39	0.11	0.11	1813	33	33
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.41	0.11	0.11	1794	41	41
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.46	0.11	0.11	1775	40	40
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.5	0.1	0.1	1758	39	39
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.5	0.11	0.11	1741	33	33
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.5	0.12	0.12	1703	46	46
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.54	0.11	0.11	1684	42	42
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.6	0.11	0.11	1665	35	35
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.63	0.11	0.11	1623	47	47
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.65	0.1	0.1	1598	59	59
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.65	0.11	0.11	1573	71	71
Magdelen Islands	Les Sillons	Barnett et al. (2017)	Testates	47.487	-61.712	-0.7	0.11	0.11	1548	79	79
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.06	0.07	0.07	2005	4	4
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.1	0.07	0.07	1960	10	10
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.11	0.07	0.07	1949	10	10
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.15	0.07	0.07	1935	14	14
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.15	0.07	0.07	1904	26	26
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.22	0.07	0.07	1892	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.23	0.07	0.07	1879	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Foraminifera	47.23	-61.886	-0.23	0.07	0.07	1868	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	0	0.1	0.1	2005	4	4
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.03	0.1	0.1	1995	6	6
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.07	0.1	0.1	1987	8	8
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.16	0.1	0.1	1978	8	8
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.2	0.1	0.1	1969	8	8
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.2	0.1	0.1	1960	10	10
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.23	0.1	0.1	1949	10	10
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.21	0.1	0.1	1935	14	14
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.21	0.1	0.1	1918	20	20
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.23	0.1	0.1	1904	26	26
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.25	0.1	0.1	1892	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.26	0.1	0.1	1879	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.29	0.1	0.1	1868	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.23	0.1	0.1	1857	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.31	0.1	0.1	1845	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.33	0.1	0.1	1835	30	30
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.37	0.1	0.1	1824	26	26
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.35	0.1	0.1	1814	24	24
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.41	0.1	0.1	1788	28	28
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.43	0.1	0.1	1773	26	26
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.4	0.1	0.1	1761	30	30
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.43	0.1	0.1	1750	30	30
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.41	0.1	0.1	1739	32	32
Magdelen Islands	Bassin	Barnett et al. (2017)	Testates	47.23	-61.886	-0.41	0.1	0.1	1728	30	30
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.07	0.07	0.07	1995	19	19
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.09	0.07	0.07	1994	20	20
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.16	0.07	0.07	1990	25	25
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.17	0.07	0.07	1973	18	18
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.22	0.07	0.07	1949	15	15
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.22	0.07	0.07	1933	15	15
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.27	0.08	0.08	1919	15	15
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.28	0.07	0.07	1916	16	16
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.3	0.07	0.07	1914	17	17
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.26	0.07	0.07	1898	26	26
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.32	0.08	0.08	1883	40	40
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.37	0.07	0.07	1845	60	60
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.39	0.08	0.08	1817	65	65
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.46	0.07	0.07	1728	66	66
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.48	0.07	0.07	1706	62	62
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.48	0.06	0.06	1681	51	51
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.53	0.07	0.07	1670	48	48
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.5	0.07	0.07	1649	46	46
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.55	0.07	0.07	1628	38	38
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.56	0.07	0.07	1600	29	29
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.56	0.07	0.07	1589	32	32
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.54	0.07	0.07	1579	36	36
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.54	0.07	0.07	1575	38	38
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.55	0.06	0.06	1562	43	43
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.62	0.06	0.06	1554	45	45
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.6	0.06	0.06	1540	41	41
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.6	0.07	0.07	1518	49	49
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.66	0.06	0.06	1488	50	50
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.66	0.07	0.07	1473	45	45
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.64	0.07	0.07	1460	41	41
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.7	0.07	0.07	1421	35	35
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.71	0.07	0.07	1373	41	41
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.74	0.07	0.07	1359	45	45
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.74	0.07	0.07	1351	45	45
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.74	0.07	0.07	1307	79	79
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.77	0.07	0.07	1224	129	129
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.77	0.07	0.07	1187	143	143
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.8	0.07	0.07	1116	150	150
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.77	0.07	0.07	1071	139	139
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.84	0.08	0.08	943	84	84
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.91	0.07	0.07	794	78	78
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.92	0.07	0.07	708	116	116
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.93	0.07	0.07	576	171	171
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.95	0.08	0.08	491	188	188
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.97	0.07	0.07	459	186	186
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.96	0.08	0.08	425	178	178
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.96	0.07	0.07	374	164	164
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.95	0.07	0.07	253	103	103
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1	0.07	0.07	176	61	61
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.03	0.07	0.07	139	69	69
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.06	0.07	0.07	99	61	61
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.11	0.07	0.07	58	59	59
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.07	0.07	0.07	-17	69	69
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.1	0.07	0.07	-33	71	71
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.1	0.07	0.07	-84	73	73
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.11	0.07	0.07	-112	57	57
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.15	0.07	0.07	-124	50	50
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.13	0.07	0.07	-140	42	42
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.1	0.07	0.07	-156	36	36
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.99	0.07	0.07	-160	36	36
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.1	0.07	0.07	-172	43	43
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.08	0.06	0.06	-192	58	58
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.06	0.07	0.07	-209	70	70
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.08	0.07	0.07	-221	77	77
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.03	0.07	0.07	-231	83	83
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-0.99	0.08	0.08	-273	110	110
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.06	0.07	0.07	-304	126	126
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.01	0.08	0.08	-327	141	141
Florida	Little Manatee River	Gerlach et al. (2017)	Foraminifera	27.696	-82.453	-1.01	0.08	0.08	-343	152	152
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	0	0.07	0.07	1999	0	22
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.07	0.08	0.08	1999	0	24
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.08	0.08	0.08	1999	0	26
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.04	0.07	0.07	1999	0	28.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.11	0.11	0.11	1999	0	30
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.21	0.13	0.13	1991.5	9	23
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.16	0.08	0.08	1979.5	19	17
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.2	0.09	0.09	1969	24.05	10
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.17	0.09	0.09	1962	14	8
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.16	0.06	0.06	1958	12	7
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.28	0.11	0.11	1955	9	19
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.26	0.11	0.11	1942	15	38.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.22	0.1	0.1	1904	41	31
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.24	0.07	0.07	1875	33	14
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.26	0.06	0.06	1864	16	13
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.27	0.07	0.07	1855	15	18
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.28	0.07	0.07	1844	16.025	26.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.34	0.09	0.09	1832	17.025	44.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.34	0.07	0.07	1820	18	51.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.39	0.08	0.08	1802	23	61
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.45	0.09	0.09	1760	54	52
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.47	0.09	0.09	1746	59	45
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.5	0.1	0.1	1731	60	42.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.47	0.06	0.06	1711	62.025	37
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.49	0.06	0.06	1692	53	28
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.51	0.07	0.07	1676.5	47	22
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.53	0.09	0.09	1661	36.025	33.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.6	0.11	0.11	1648	18	47
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.66	0.15	0.15	1637	21	62.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.67	0.12	0.12	1622.5	28.025	75.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.6	0.12	0.12	1605	36.025	67
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.61	0.09	0.09	1585.5	47	61.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.64	0.08	0.08	1567	57.025	61.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.71	0.1	0.1	1549	60.025	50.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.77	0.11	0.11	1533	56	47.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.76	0.11	0.11	1518	64.025	41.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.9	0.13	0.13	1501	67.525	38.5
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.83	0.11	0.11	1485.5	58	31
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.79	0.11	0.11	1470	51.025	29
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.77	0.08	0.08	1456	47.025	29
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.8	0.08	0.08	1441.5	38.025	29.025
Newfoundland	Big River Marsh	Kemp et al. (2018)	Foraminifera	48.59	-58.84	-0.85	0.12	0.12	1429	33	30
